stage,epoch,loss,first_margin,revise_margin,disagreement_margin,samples,exact_acc,char_acc,fixed,broken,net_fixes,mean_cost,stop_rate,revise_rate
ppo,39,0.008268150532982809,0.2,0.2,0.2,527,0.8235294117647058,0.9504608294930875,10,4,6,0.007760910815939279,0.018975332068311195,0.03795066413662239
ppo,40,0.009187550638758,0.2,0.0,0.2,527,0.8235294117647058,0.9504608294930875,10,4,6,0.007844402277039848,0.015180265654648957,0.08918406072106262
ppo,41,0.009553504804711021,0.05,0.2,0.2,527,0.825426944971537,0.9504608294930875,11,4,7,0.007800759013282732,0.017077798861480076,0.03225806451612903
ppo,42,0.009576784053856813,0.0,0.2,0.2,527,0.825426944971537,0.9504608294930875,11,4,7,0.00779696394686907,0.017077798861480076,0.030360531309297913
ppo,43,0.009577729177498629,0.2,0.05,0.2,527,0.825426944971537,0.9506912442396314,11,4,7,0.007793168880455407,0.017077798861480076,0.08159392789373814
ppo,44,0.009689549133230849,0.2,0.0,0.2,527,0.825426944971537,0.9513824884792627,11,4,7,0.00779696394686907,0.020872865275142316,0.09487666034155598
ppo,45,0.01077545454070248,0.2,0.0,0.2,527,0.8273244781783681,0.9516129032258065,12,4,8,0.007781783681214421,0.022770398481973434,0.08538899430740038
ppo,46,0.010581442191901188,0.2,0.1,0.2,527,0.825426944971537,0.9513824884792627,11,4,7,0.007736242884250474,0.028462998102466792,0.06072106261859583
ppo,47,0.010599697556928116,0.2,0.0,0.2,527,0.825426944971537,0.9513824884792627,11,4,7,0.007719165085388994,0.026565464895635674,0.10246679316888045
ppo,48,0.011093095627431044,0.2,0.05,0.2,527,0.825426944971537,0.9513824884792627,11,4,7,0.007709677419354838,0.028462998102466792,0.08918406072106262
ppo,49,0.012602218982354595,0.2,0.05,0.1,527,0.8273244781783681,0.9511520737327189,12,4,8,0.00769639468690702,0.030360531309297913,0.0777988614800759
ppo,50,0.010863475802122916,0.2,0.1,0.1,527,0.8273244781783681,0.9511520737327189,12,4,8,0.007660341555977228,0.03415559772296015,0.05502846299810247
