stage,epoch,loss,first_margin,revise_margin,samples,exact_acc,char_acc,fixed,broken,net_fixes,mean_cost,stop_rate,revise_rate
ppo,41,0.0004034288883489627,0.2,0.01,397,0.9370277078085643,0.9889739663093415,7,3,4,0.002790931989924434,0.1385390428211587,0.06801007556675064
ppo,42,0.001935209285327664,0.2,0.0,397,0.9395465994962217,0.9892802450229708,7,2,5,0.0027758186397984896,0.14105793450881612,0.07052896725440806
ppo,43,0.00032679100460823507,0.2,0.0,397,0.9395465994962217,0.9892802450229708,7,2,5,0.0026901763224181363,0.1486146095717884,0.07556675062972293
ppo,44,0.0007395782365253376,0.2,0.0,397,0.9395465994962217,0.9892802450229708,7,2,5,0.0026498740554156174,0.163727959697733,0.07052896725440806
ppo,45,0.0015991415824711083,0.2,0.0,397,0.9395465994962217,0.9892802450229708,7,2,5,0.002614609571788414,0.17380352644836272,0.0654911838790932
ppo,46,0.0006878920793232899,0.2,0.0,397,0.9395465994962217,0.9892802450229708,7,2,5,0.002564231738035265,0.16624685138539042,0.06801007556675064
ppo,47,0.00036524092998876364,0.2,0.01,397,0.9370277078085643,0.9889739663093415,7,3,4,0.0024433249370277087,0.163727959697733,0.0654911838790932
ppo,48,0.0013761175746318474,0.2,0.0,397,0.9370277078085643,0.9889739663093415,7,3,4,0.0023324937027707814,0.18387909319899245,0.06801007556675064
ppo,49,0.0016352500433542876,0.2,0.01,397,0.9370277078085643,0.9889739663093415,7,3,4,0.002272040302267003,0.19899244332493704,0.060453400503778336
ppo,50,0.0007052698938716804,0.2,0.0,397,0.9370277078085643,0.9889739663093415,7,3,4,0.0021989924433249374,0.20906801007556675,0.06297229219143577
