stage,epoch,loss,first_margin,revise_margin,samples,exact_acc,char_acc,fixed,broken,net_fixes,mean_cost,stop_rate,revise_rate
ppo,18,0.0027467400316515417,0.2,0.01,397,0.9269521410579346,0.9883614088820827,5,5,0,0.005654911838790932,0.1889168765743073,0.017632241813602016
ppo,19,-0.00035799052973425454,0.2,0.01,397,0.9269521410579346,0.9868300153139357,5,5,0,0.005899244332493703,0.16876574307304787,0.015113350125944584
ppo,20,-0.0021682578009232633,0.2,0.05,397,0.9269521410579346,0.9868300153139357,5,5,0,0.005707808564231738,0.2040302267002519,0.0025188916876574307
ppo,21,0.0022624173746164378,0.2,0.025,397,0.929471032745592,0.9886676875957121,5,4,1,0.0055289672544080615,0.22670025188916876,0.02518891687657431
ppo,22,-0.0013951983341636757,0.2,0.1,397,0.929471032745592,0.9886676875957121,5,4,1,0.005496221662468514,0.24937027707808565,0.0025188916876574307
ppo,23,-0.002371082491137915,0.2,0.2,397,0.929471032745592,0.9886676875957121,5,4,1,0.005302267002518892,0.28463476070528965,0.0
ppo,24,-0.002309591241646558,0.2,0.2,397,0.9269521410579346,0.9883614088820827,4,4,0,0.004967254408060453,0.33753148614609574,0.0
ppo,25,0.0011343307961295876,0.2,0.01,397,0.929471032745592,0.9886676875957121,4,3,1,0.00470528967254408,0.380352644836272,0.022670025188916875
ppo,26,-0.00184252357058641,0.2,0.01,397,0.929471032745592,0.9886676875957121,4,3,1,0.0042544080604534,0.4357682619647355,0.027707808564231738
ppo,27,-0.0021084994748550453,0.2,0.025,397,0.9319899244332494,0.9889739663093415,4,2,2,0.004052896725440806,0.4634760705289673,0.015113350125944584
ppo,28,-0.0012011194488528252,0.2,0.2,397,0.9319899244332494,0.9889739663093415,4,2,2,0.0037430730478589416,0.5037783375314862,0.0025188916876574307
ppo,29,-0.004646576487190895,0.2,0.0,397,0.9319899244332494,0.9889739663093415,3,1,2,0.0034508816120906796,0.5465994962216625,0.03526448362720403
ppo,30,0.0010311981494733169,0.2,0.05,397,0.9319899244332494,0.9889739663093415,4,2,2,0.003128463476070529,0.5818639798488665,0.022670025188916875
ppo,31,0.000980562225369544,0.2,0.05,397,0.9319899244332494,0.9889739663093415,4,2,2,0.002788413098236776,0.6221662468513854,0.020151133501259445
ppo,32,0.0006657258725200577,0.2,0.01,397,0.9319899244332494,0.9889739663093415,4,2,2,0.002322418136020151,0.6826196473551638,0.027707808564231738
ppo,33,0.002131473155942751,0.1,0.2,397,0.9345088161209067,0.9892802450229708,5,2,3,0.002654911838790932,0.6448362720403022,0.005037783375314861
ppo,34,0.0036478290955225625,0.05,0.05,397,0.9345088161209067,0.9895865237366003,5,2,3,0.0025969773299748112,0.6523929471032746,0.020151133501259445
ppo,35,0.00412191044980366,0.2,0.2,397,0.9319899244332494,0.9892802450229708,4,2,2,0.0019748110831234256,0.7355163727959698,0.007556675062972292
ppo,36,0.006205807944449286,0.2,0.025,397,0.9319899244332494,0.9892802450229708,4,2,2,0.0018085642317380351,0.7581863979848866,0.02518891687657431
ppo,37,0.006092031034530096,0.2,0.025,397,0.9319899244332494,0.9892802450229708,4,2,2,0.0016221662468513854,0.783375314861461,0.02518891687657431
ppo,38,0.0058957501554466555,0.2,0.2,397,0.9319899244332494,0.9892802450229708,4,2,2,0.0014105793450881613,0.8136020151133502,0.012594458438287154
ppo,39,0.006871427883478728,0.05,0.0,397,0.929471032745592,0.9889739663093415,3,2,1,0.001591939546599496,0.7909319899244333,0.020151133501259445
ppo,40,0.007687573850062894,0.2,0.0,397,0.9269521410579346,0.9886676875957121,2,2,0,0.0011360201511335013,0.8488664987405542,0.015113350125944584
ppo,41,0.009863513728810681,0.2,0.0,397,0.9269521410579346,0.9886676875957121,2,2,0,0.0010125944584382872,0.8639798488664987,0.012594458438287154
ppo,42,0.01025467546973026,0.2,0.0,397,0.929471032745592,0.9889739663093415,2,1,1,0.0009395465994962216,0.8740554156171285,0.010075566750629723
ppo,43,0.011745489310801216,0.1,0.0,397,0.929471032745592,0.9895865237366003,2,1,1,0.0009622166246851386,0.871536523929471,0.012594458438287154
ppo,44,0.010358419379768655,0.2,0.0,397,0.9269521410579346,0.9892802450229708,1,1,0,0.0007833753148614609,0.8942065491183879,0.007556675062972292
ppo,45,0.009661865228106482,0.2,0.0,397,0.9269521410579346,0.9892802450229708,1,1,0,0.0007657430730478589,0.8967254408060453,0.007556675062972292
ppo,46,0.010709890607708635,0.2,0.0,397,0.9269521410579346,0.9892802450229708,1,1,0,0.0007178841309823679,0.906801007556675,0.007556675062972292
ppo,47,0.009478904052753171,0.025,0.0,397,0.9269521410579346,0.9892802450229708,1,1,0,0.0006977329974811084,0.9118387909319899,0.012594458438287154
ppo,48,0.013151268334283183,0.0,0.0,397,0.9269521410579346,0.9892802450229708,1,1,0,0.0006977329974811084,0.9118387909319899,0.005037783375314861
ppo,49,0.008117127041332424,0.2,0.2,397,0.929471032745592,0.9895865237366003,1,0,1,0.0006523929471032746,0.9168765743073047,0.0025188916876574307
ppo,50,0.012497961966219504,0.1,0.2,397,0.929471032745592,0.9895865237366003,1,0,1,0.0006523929471032746,0.9168765743073047,0.0025188916876574307
